commune_label,commune_norm,commune_label_title
SAULON-LA-CHAPELLE,saulon la chapelle,Saulon-la-chapelle
SAULT-BRENAZ,sault brenaz,Sault-brenaz
SAULTAIN,saultain,Saultain
SAUMONT-LA-POTERIE,saumont la poterie,Saumont-la-poterie
SAUMUR,saumur,Saumur
SAUSHEIM,sausheim,Sausheim
SAUSSAY,saussay,Saussay
SAUSSAY-LA-CAMPAGNE,saussay la campagne,Saussay-la-campagne
SAUSSET-LES-PINS,sausset les pins,Sausset-les-pins
SAUTO,sauto,Sauto
SAUVETERRE,sauveterre,Sauveterre
SAUVETERRE-LA-LEMANCE,sauveterre la lemance,Sauveterre-la-lemance
SAUVIGNY-LE-BOIS,sauvigny le bois,Sauvigny-le-bois
SAVENAY,savenay,Savenay
SAVENNIERES,savennieres,Savennieres
SAVERDUN,saverdun,Saverdun
SAVERNE,saverne,Saverne
SAVIERES,savieres,Savieres
SAVIGNY-EN-SEPTAINE,savigny en septaine,Savigny-en-septaine
SAVIGNY-LE-TEMPLE,savigny le temple,Savigny-le-temple
SAVIGNY-SUR-AISNE,savigny sur aisne,Savigny-sur-aisne
SAVIGNY-SUR-BRAYE,savigny sur braye,Savigny-sur-braye
SAVIGNY-SUR-ORGE,savigny sur orge,Savigny-sur-orge
SAVINES-LE-LAC,savines le lac,Savines-le-lac
SAVONNIERES,savonnieres,Savonnieres
SAVOYEUX,savoyeux,Savoyeux
SAVY-BERLETTE,savy berlette,Savy-berlette
SAYAT,sayat,Sayat
SCHALBACH,schalbach,Schalbach
SCHERWILLER,scherwiller,Scherwiller
SCHILTIGHEIM,schiltigheim,Schiltigheim
SCHIRMECK,schirmeck,Schirmeck
SCHIRRHEIN,schirrhein,Schirrhein
SCHLIERBACH,schlierbach,Schlierbach
SCHOPPERTEN,schopperten,Schopperten
SCHWEIGHOUSE-SUR-MODER,schweighouse sur moder,Schweighouse-sur-moder
SCHWINDRATZHEIM,schwindratzheim,Schwindratzheim
SCY-CHAZELLES,scy chazelles,Scy-chazelles
SECLIN,seclin,Seclin
SEDAN,sedan,Sedan
SEES,sees,Sees
SEGRE-EN-ANJOU BLEU,segre en anjou bleu,Segre-en-anjou Bleu
SEGRIE,segrie,Segrie
SELESTAT,selestat,Selestat
SELLES-SAINT-DENIS,selles saint denis,Selles-saint-denis
SELLES-SUR-CHER,selles sur cher,Selles-sur-cher
SELOMMES,selommes,Selommes
SELONGEY,selongey,Selongey
SELTZ,seltz,Seltz
SEMALENS,semalens,Semalens
SEMBADEL,sembadel,Sembadel
SEMEAC,semeac,Semeac
SEMOY,semoy,Semoy
SEMUR-EN-AUXOIS,semur en auxois,Semur-en-auxois
SENAS,senas,Senas
SENLIS,senlis,Senlis
SENNECEY-LE-GRAND,sennecey le grand,Sennecey-le-grand
SENNEVOY-LE-BAS,sennevoy le bas,Sennevoy-le-bas
SENONCHES,senonches,Senonches
SENOZAN,senozan,Senozan
SENS,sens,Sens
SENTHEIM,sentheim,Sentheim
SENUC,senuc,Senuc
SEPT-SAULX,sept saulx,Sept-saulx
SEPTEMES-LES-VALLONS,septemes les vallons,Septemes-les-vallons
SEQUEDIN,sequedin,Sequedin
SERDINYA,serdinya,Serdinya
SEREZIN-DE-LA-TOUR,serezin de la tour,Serezin-de-la-tour
SERGY,sergy,Sergy
SERIFONTAINE,serifontaine,Serifontaine
SERIGNAC,serignac,Serignac
SERMAISE,sermaise,Sermaise
SERMAISES,sermaises,Sermaises
SERMAIZE-LES-BAINS,sermaize les bains,Sermaize-les-bains
SERNHAC,sernhac,Sernhac
SERQUEUX,serqueux,Serqueux
SERQUIGNY,serquigny,Serquigny
SERRES,serres,Serres
SERRIERES,serrieres,Serrieres
SERVAS,servas,Servas
SERVES-SUR-RHONE,serves sur rhone,Serves-sur-rhone
SERVON,servon,Servon
SERVON-SUR-VILAINE,servon sur vilaine,Servon-sur-vilaine
SESSENHEIM,sessenheim,Sessenheim
SETE,sete,Sete
SEUGY,seugy,Seugy
SEURRE,seurre,Seurre
SEVERAC,severac,Severac
SEVERAC D'AVEYRON,severac d'aveyron,Severac D'aveyron
SEVEUX-MOTEY,seveux motey,Seveux-motey
SEVRAN,sevran,Sevran
SEVREMOINE,sevremoine,Sevremoine
SEVRES,sevres,Sevres
SEYCHALLES,seychalles,Seychalles
SEZANNE,sezanne,Sezanne
SIDEVILLE,sideville,Sideville
SIERENTZ,sierentz,Sierentz
SIGOURNAIS,sigournais,Sigournais
SILLARS,sillars,Sillars
SILLE-LE-GUILLAUME,sille le guillaume,Sille-le-guillaume
SILLERY,sillery,Sillery
SILLY-LE-LONG,silly le long,Silly-le-long
SIMANDRE-SUR-SURAN,simandre sur suran,Simandre-sur-suran
SIMARD,simard,Simard
SIMIANE-COLLONGUE,simiane collongue,Simiane-collongue
SIN-LE-NOBLE,sin le noble,Sin-le-noble
SINCENY,sinceny,Sinceny
SINCEY-LES-ROUVRAY,sincey les rouvray,Sincey-les-rouvray
SIORAC-EN-PERIGORD,siorac en perigord,Siorac-en-perigord
SIREUIL,sireuil,Sireuil
SISTERON,sisteron,Sisteron
SOISSONS,soissons,Soissons
SOISY-SOUS-MONTMORENCY,soisy sous montmorency,Soisy-sous-montmorency
SOLAIZE,solaize,Solaize
SOLAURE EN DIOIS,solaure en diois,Solaure En Diois
SOLESMES,solesmes,Solesmes
SOLFERINO,solferino,Solferino
SOLIGNAC-SUR-LOIRE,solignac sur loire,Solignac-sur-loire
SOLLIES-PONT,sollies pont,Sollies-pont
SOMAIN,somain,Somain
SOMME-TOURBE,somme tourbe,Somme-tourbe
SOMMEPY-TAHURE,sommepy tahure,Sommepy-tahure
SOMMERY,sommery,Sommery
SOMMESOUS,sommesous,Sommesous
SONGY,songy,Songy
SORCY-SAINT-MARTIN,sorcy saint martin,Sorcy-saint-martin
SORGES ET LIGUEUX EN PERIGORD,sorges et ligueux en perigord,Sorges Et Ligueux En Perigord
SORGUES,sorgues,Sorgues
SOSPEL,sospel,Sospel
SOTTEVILLE-LES-ROUEN,sotteville les rouen,Sotteville-les-rouen
SOUDAN,soudan,Soudan
SOUDEILLES,soudeilles,Soudeilles
SOUES,soues,Soues
SOUFFELWEYERSHEIM,souffelweyersheim,Souffelweyersheim
SOUFFLENHEIM,soufflenheim,Soufflenheim
SOUGY-SUR-LOIRE,sougy sur loire,Sougy-sur-loire
SOUILLAC,souillac,Souillac
SOULAC-SUR-MER,soulac sur mer,Soulac-sur-mer
SOULLANS,soullans,Soullans
SOULTZ-HAUT-RHIN,soultz haut rhin,Soultz-haut-rhin
SOULTZ-SOUS-FORETS,soultz sous forets,Soultz-sous-forets
SOUPPES-SUR-LOING,souppes sur loing,Souppes-sur-loing
SOURDEVAL,sourdeval,Sourdeval
SOUSCEYRAC-EN-QUERCY,sousceyrac en quercy,Sousceyrac-en-quercy
SOUSSANS,soussans,Soussans
SOUVANS,souvans,Souvans
SOUVIGNY,souvigny,Souvigny
SOVERIA,soveria,Soveria
SOYONS,soyons,Soyons
SPELONCATO,speloncato,Speloncato
SPINCOURT,spincourt,Spincourt
SQUIFFIEC,squiffiec,Squiffiec
STAFFELFELDEN,staffelfelden,Staffelfelden
STAINS,stains,Stains
STEENBECQUE,steenbecque,Steenbecque
STEINBOURG,steinbourg,Steinbourg
STENAY,stenay,Stenay
STIRING-WENDEL,stiring wendel,Stiring-wendel
STRASBOURG,strasbourg,Strasbourg
STRAZEELE,strazeele,Strazeele
SUCE-SUR-ERDRE,suce sur erdre,Suce-sur-erdre
SUCY-EN-BRIE,sucy en brie,Sucy-en-brie
SUEVRES,suevres,Suevres
SUIPPES,suippes,Suippes
SULLY-SUR-LOIRE,sully sur loire,Sully-sur-loire
SUNDHOFFEN,sundhoffen,Sundhoffen
SUPT,supt,Supt
SURAT,surat,Surat
SURBOURG,surbourg,Surbourg
SURESNES,suresnes,Suresnes
SURGERES,surgeres,Surgeres
SURGY,surgy,Surgy
SURY-LE-COMTAL,sury le comtal,Sury-le-comtal
TACOIGNIERES,tacoignieres,Tacoignieres
TAGNON,tagnon,Tagnon
TAGOLSHEIM,tagolsheim,Tagolsheim
TAILLEBOURG,taillebourg,Taillebourg
TAIN-L'HERMITAGE,tain l'hermitage,Tain-l'hermitage
TALAIS,talais,Talais
TALENCE,talence,Talence
TALIZAT,talizat,Talizat
TALMAY,talmay,Talmay
TAMNAY-EN-BAZOIS,tamnay en bazois,Tamnay-en-bazois
TANLAY,tanlay,Tanlay
TANNAY,tannay,Tannay
TANTONVILLE,tantonville,Tantonville
TANUS,tanus,Tanus
TAPONNAT-FLEURIGNAC,taponnat fleurignac,Taponnat-fleurignac
TARARE,tarare,Tarare
TARASCON,tarascon,Tarascon
TARASCON-SUR-ARIEGE,tarascon sur ariege,Tarascon-sur-ariege
TARBES,tarbes,Tarbes
TASSIN-LA-DEMI-LUNE,tassin la demi lune,Tassin-la-demi-lune
TAULE,taule,Taule
TAURIAC-DE-NAUCELLE,tauriac de naucelle,Tauriac-de-naucelle
TAVAUX,tavaux,Tavaux
TAVERA,tavera,Tavera
TAVERNY,taverny,Taverny
TEILLE,teille,Teille
TEILLET-ARGENTY,teillet argenty,Teillet-argenty
TEMPLEMARS,templemars,Templemars
TEMPLEUVE-EN-PEVELE,templeuve en pevele,Templeuve-en-pevele
TENAY,tenay,Tenay
TENCIN,tencin,Tencin
TENDE,tende,Tende
TENDRON,tendron,Tendron
TENDU,tendu,Tendu
TERGNIER,tergnier,Tergnier
TERMINIERS,terminiers,Terminiers
TERNAND,ternand,Ternand
TERNAY,ternay,Ternay
TERRASSON-LAVILLEDIEU,terrasson lavilledieu,Terrasson-lavilledieu
TERRES-DE-HAUTE-CHARENTE,terres de haute charente,Terres-de-haute-charente
TETERCHEN,teterchen,Teterchen
TETING-SUR-NIED,teting sur nied,Teting-sur-nied
THANN,thann,Thann
THAON-LES-VOSGES,thaon les vosges,Thaon-les-vosges
THEILLAY,theillay,Theillay
THENIOUX,thenioux,Thenioux
THENISSEY,thenissey,Thenissey
THENNELIERES,thennelieres,Thennelieres
THENNES,thennes,Thennes
THENON,thenon,Thenon
THEOULE-SUR-MER,theoule sur mer,Theoule-sur-mer
THESEE,thesee,Thesee
THEUVILLE,theuville,Theuville
THEZIERS,theziers,Theziers
THEZY-GLIMONT,thezy glimont,Thezy-glimont
THIAIS,thiais,Thiais
THIAUCOURT-REGNIEVILLE,thiaucourt regnieville,Thiaucourt-regnieville
THIAVILLE-SUR-MEURTHE,thiaville sur meurthe,Thiaville-sur-meurthe
THIEL-SUR-ACOLIN,thiel sur acolin,Thiel-sur-acolin
THIENNES,thiennes,Thiennes
THIERS,thiers,Thiers
THIEZAC,thiezac,Thiezac
THIONVILLE,thionville,Thionville
THIVIERS,thiviers,Thiviers
THOIRY,thoiry,Thoiry
THONON-LES-BAINS,thonon les bains,Thonon-les-bains
THORE-LA-ROCHETTE,thore la rochette,Thore-la-rochette
THORIGNY-SUR-MARNE,thorigny sur marne,Thorigny-sur-marne
THOUARE-SUR-LOIRE,thouare sur loire,Thouare-sur-loire
THOUARS,thouars,Thouars
THOUROTTE,thourotte,Thourotte
THUES-ENTRE-VALLS,thues entre valls,Thues-entre-valls
THUMEREVILLE,thumereville,Thumereville
THURET,thuret,Thuret
THURY-HARCOURT-LE-HOM,thury harcourt le hom,Thury-harcourt-le-hom
TIEFFENBACH,tieffenbach,Tieffenbach
TIERCE,tierce,Tierce
TIERCELET,tiercelet,Tiercelet
TIL-CHATEL,til chatel,Til-chatel
TILLENAY,tillenay,Tillenay
TILLIERES-SUR-AVRE,tillieres sur avre,Tillieres-sur-avre
TINCOURT-BOUCLY,tincourt boucly,Tincourt-boucly
TINCQUES,tincques,Tincques
TONNAY-CHARENTE,tonnay charente,Tonnay-charente
TONNEINS,tonneins,Tonneins
TONNERRE,tonnerre,Tonnerre
TORCHAMP,torchamp,Torchamp
TORCIEU,torcieu,Torcieu
TORPES,torpes,Torpes
TOSSIAT,tossiat,Tossiat
TOUCY,toucy,Toucy
TOUET-DE-L'ESCARENE,touet de l'escarene,Touet-de-l'escarene
TOUL,toul,Toul
TOULON,toulon,Toulon
TOULOUSE,toulouse,Toulouse
TOULX-SAINTE-CROIX,toulx sainte croix,Toulx-sainte-croix
TOUR-DE-FAURE,tour de faure,Tour-de-faure
TOURCOING,tourcoing,Tourcoing
TOURNAN-EN-BRIE,tournan en brie,Tournan-en-brie
TOURNAY,tournay,Tournay
TOURNEMIRE,tournemire,Tournemire
TOURNES,tournes,Tournes
TOURNON-SAINT-MARTIN,tournon saint martin,Tournon-saint-martin
TOURNON-SUR-RHONE,tournon sur rhone,Tournon-sur-rhone
TOURNUS,tournus,Tournus
TOURS,tours,Tours
TOURS-EN-SAVOIE,tours en savoie,Tours-en-savoie
TOURVES,tourves,Tourves
TOURVILLE-LA-RIVIERE,tourville la riviere,Tourville-la-riviere
TOURVILLE-LES-IFS,tourville les ifs,Tourville-les-ifs
TOURY,toury,Toury
TOUTAINVILLE,toutainville,Toutainville
TOUVRE,touvre,Touvre
TRACY-SUR-LOIRE,tracy sur loire,Tracy-sur-loire
TRANS-EN-PROVENCE,trans en provence,Trans-en-provence
TRAPPES,trappes,Trappes
TREBES,trebes,Trebes
TREIGNAT,treignat,Treignat
TRELAZE,trelaze,Trelaze
TREMBLAY-EN-FRANCE,tremblay en france,Tremblay-en-france
TREMBLAY-LES-VILLAGES,tremblay les villages,Tremblay-les-villages
TREMENTINES,trementines,Trementines
TREMOLAT,tremolat,Tremolat
TRENTELS,trentels,Trentels
TREON,treon,Treon
TRESSIN,tressin,Tressin
TRETS,trets,Trets
TREVERAY,treveray,Treveray
TREVES,treves,Treves
TREVOUX,trevoux,Trevoux
TRICOT,tricot,Tricot
TRIE-CHATEAU,trie chateau,Trie-chateau
TRIEL-SUR-SEINE,triel sur seine,Triel-sur-seine
TRIGUERES,trigueres,Trigueres
TRILPORT,trilport,Trilport
TRITH-SAINT-LEGER,trith saint leger,Trith-saint-leger
TROGUES,trogues,Trogues
TROIS-PUITS,trois puits,Trois-puits
TROIS-RIVIERES,trois rivieres,Trois-rivieres
TROISSY,troissy,Troissy
TRONGET,tronget,Tronget
TRONSANGES,tronsanges,Tronsanges
TROSLY-BREUIL,trosly breuil,Trosly-breuil
TROUHANS,trouhans,Trouhans
TROYES,troyes,Troyes
TRUCY-SUR-YONNE,trucy sur yonne,Trucy-sur-yonne
TUCQUEGNIEUX,tucquegnieux,Tucquegnieux
TUGERAS-SAINT-MAURICE,tugeras saint maurice,Tugeras-saint-maurice
TULLE,tulle,Tulle
TULLINS,tullins,Tullins
TUPIGNY,tupigny,Tupigny
TURCKHEIM,turckheim,Turckheim
TURENNE,turenne,Turenne
TURRETOT,turretot,Turretot
UCCIANI,ucciani,Ucciani
UCHAUD,uchaud,Uchaud
UCHIZY,uchizy,Uchizy
UCKANGE,uckange,Uckange
UGINE,ugine,Ugine
UR,ur,Ur
URCUIT,urcuit,Urcuit
URDOS,urdos,Urdos
URMATT,urmatt,Urmatt
URT,urt,Urt
URZY,urzy,Urzy
US,us,Us
USSAC,ussac,Ussac
USSEL,ussel,Ussel
USSON-EN-FOREZ,usson en forez,Usson-en-forez
USTARITZ,ustaritz,Ustaritz
UZERCHE,uzerche,Uzerche
UZES,uzes,Uzes
VAAS,vaas,Vaas
VADENCOURT,vadencourt,Vadencourt
VAIRES-SUR-MARNE,vaires sur marne,Vaires-sur-marne
VAIVRE-ET-MONTOILLE,vaivre et montoille,Vaivre-et-montoille
VAL-AU-PERCHE,val au perche,Val-au-perche
VAL-D'ARC,val d'arc,Val-d'arc
VAL D'ARCOMIE,val d'arcomie,Val D'arcomie
VAL D'OINGT,val d'oingt,Val D'oingt
VAL-D'ORNAIN,val d'ornain,Val-d'ornain
VAL-DE-MEUSE,val de meuse,Val-de-meuse
VAL-DE-MODER,val de moder,Val-de-moder
VAL-DE-REUIL,val de reuil,Val-de-reuil
VAL-DE-SCIE,val de scie,Val-de-scie
VAL-DE-VESLE,val de vesle,Val-de-vesle
VAL-DE-VIRIEU,val de virieu,Val-de-virieu
VAL DE VIRVEE,val de virvee,Val De Virvee
VAL-DES-MARAIS,val des marais,Val-des-marais
VAL-FOUZON,val fouzon,Val-fouzon
VALADY,valady,Valady
VALDAHON,valdahon,Valdahon
VALDALLIERE,valdalliere,Valdalliere
VALDIEU-LUTRAN,valdieu lutran,Valdieu-lutran
VALDOIE,valdoie,Valdoie
VALENCAY,valencay,Valencay
VALENCE,valence,Valence
VALENCE-EN-POITOU,valence en poitou,Valence-en-poitou
VALENCIENNES,valenciennes,Valenciennes
VALENTON,valenton,Valenton
VALERGUES,valergues,Valergues
VALLANT-SAINT-GEORGES,vallant saint georges,Vallant-saint-georges
VALLAURIS,vallauris,Vallauris
VALLEIRY,valleiry,Valleiry
VALLENAY,vallenay,Vallenay
VALLENTIGNY,vallentigny,Vallentigny
VALLERES,valleres,Valleres
VALLEROY,valleroy,Valleroy
VALLOIRE-SUR-CISSE,valloire sur cisse,Valloire-sur-cisse
VALLOIS,vallois,Vallois
VALLON-EN-SULLY,vallon en sully,Vallon-en-sully
VALLONS-DE-L'ERDRE,vallons de l'erdre,Vallons-de-l'erdre
VALLORCINE,vallorcine,Vallorcine
VALMONT,valmont,Valmont
VALMY,valmy,Valmy
VALOGNES,valognes,Valognes
VALSERHONE,valserhone,Valserhone
VANDIERES,vandieres,Vandieres
VANNES,vannes,Vannes
VANVES,vanves,Vanves
VANVEY,vanvey,Vanvey
VARANGEVILLE,varangeville,Varangeville
VAREN,varen,Varen
VARENNES-LE-GRAND,varennes le grand,Varennes-le-grand
VARENNES-SUR-ALLIER,varennes sur allier,Varennes-sur-allier
VARENNES-SUR-LOIRE,varennes sur loire,Varennes-sur-loire
VARENNES-VAUZELLES,varennes vauzelles,Varennes-vauzelles
VARETZ,varetz,Varetz
VARILHES,varilhes,Varilhes
VARS,vars,Vars
VARZAY,varzay,Varzay
VARZY,varzy,Varzy
VAUCHONVILLIERS,vauchonvilliers,Vauchonvilliers
VAUCIENNES,vauciennes,Vauciennes
VAUCRESSON,vaucresson,Vaucresson
VAULRY,vaulry,Vaulry
VAULT-DE-LUGNY,vault de lugny,Vault-de-lugny
VAULX-MILIEU,vaulx milieu,Vaulx-milieu
VAUMORT,vaumort,Vaumort
VAUVERT,vauvert,Vauvert
VAUX,vaux,Vaux
VAUX-ANDIGNY,vaux andigny,Vaux-andigny
VAUX-EN-BUGEY,vaux en bugey,Vaux-en-bugey
VAUX-ET-CHANTEGRUE,vaux et chantegrue,Vaux-et-chantegrue
VAUX-LES-SAINT-CLAUDE,vaux les saint claude,Vaux-les-saint-claude
VAUX-SUR-BLAISE,vaux sur blaise,Vaux-sur-blaise
VAUX-SUR-SEINE,vaux sur seine,Vaux-sur-seine
VAUXAILLON,vauxaillon,Vauxaillon
VAYRAC,vayrac,Vayrac
VAYRES,vayres,Vayres
VEAUCHE,veauche,Veauche
VEBRE,vebre,Vebre
VEBRET,vebret,Vebret
VEIGNE,veigne,Veigne
VELARS-SUR-OUCHE,velars sur ouche,Velars-sur-ouche
VELAUX,velaux,Velaux
VELINES,velines,Velines
VELLEXON-QUEUTREY-ET-VAUDEY,vellexon queutrey et vaudey,Vellexon-queutrey-et-vaudey
VELOSNES,velosnes,Velosnes
VENACO,venaco,Venaco
VENANSAULT,venansault,Venansault
VENAREY-LES-LAUMES,venarey les laumes,Venarey-les-laumes
VENDARGUES,vendargues,Vendargues
VENDENHEIM,vendenheim,Vendenheim
VENDEUVRE,vendeuvre,Vendeuvre
VENDEUVRE-SUR-BARSE,vendeuvre sur barse,Vendeuvre-sur-barse
VENDIN-LE-VIEIL,vendin le vieil,Vendin-le-vieil
VENDOME,vendome,Vendome
VENEJAN,venejan,Venejan
VENELLES,venelles,Venelles
VENISSIEUX,venissieux,Venissieux
VENIZEL,venizel,Venizel
VENNECY,vennecy,Vennecy
VERBERIE,verberie,Verberie
VERCHENY,vercheny,Vercheny
VERDUN,verdun,Verdun
VERDUN-SUR-LE-DOUBS,verdun sur le doubs,Verdun-sur-le-doubs
VEREUX,vereux,Vereux
VERGEZE,vergeze,Vergeze
VERGIGNY,vergigny,Vergigny
VERMENTON,vermenton,Vermenton
VERN-SUR-SEICHE,vern sur seiche,Vern-sur-seiche
VERNAISON,vernaison,Vernaison
VERNANTES,vernantes,Vernantes
VERNASSAL,vernassal,Vernassal
VERNET,vernet,Vernet
VERNEUIL,verneuil,Verneuil
VERNEUIL D'AVRE ET D'ITON,verneuil d'avre et d'iton,Verneuil D'avre Et D'iton
VERNEUIL-L'ETANG,verneuil l'etang,Verneuil-l'etang
VERNEUIL-SUR-INDRE,verneuil sur indre,Verneuil-sur-indre
VERNEUIL-SUR-SEINE,verneuil sur seine,Verneuil-sur-seine
VERNEUIL-SUR-SERRE,verneuil sur serre,Verneuil-sur-serre
VERNEUIL-SUR-VIENNE,verneuil sur vienne,Verneuil-sur-vienne
VERNIOLLE,verniolle,Verniolle
VERNON,vernon,Vernon
VERNOU-LA-CELLE-SUR-SEINE,vernou la celle sur seine,Vernou-la-celle-sur-seine
VERNOU-SUR-BRENNE,vernou sur brenne,Vernou-sur-brenne
VERNOY,vernoy,Vernoy
VERQUIGNEUL,verquigneul,Verquigneul
VERREY-SOUS-SALMAISE,verrey sous salmaise,Verrey-sous-salmaise
VERRIERES,verrieres,Verrieres
VERRIERES-DE-JOUX,verrieres de joux,Verrieres-de-joux
VERRUYES,verruyes,Verruyes
VERS-EN-MONTAGNE,vers en montagne,Vers-en-montagne
VERSAILLES,versailles,Versailles
VERSIGNY,versigny,Versigny
VERTAIZON,vertaizon,Vertaizon
VERTHEUIL,vertheuil,Vertheuil
VERTOLAYE,vertolaye,Vertolaye
VERTOU,vertou,Vertou
VERVINS,vervins,Vervins
VESAIGNES-SOUS-LAFAUCHE,vesaignes sous lafauche,Vesaignes-sous-lafauche
VESAIGNES-SUR-MARNE,vesaignes sur marne,Vesaignes-sur-marne
VESOUL,vesoul,Vesoul
VETRE-SUR-ANZON,vetre sur anzon,Vetre-sur-anzon
VEUIL,veuil,Veuil
VEUXHAULLES-SUR-AUBE,veuxhaulles sur aube,Veuxhaulles-sur-aube
VEUZAIN-SUR-LOIRE,veuzain sur loire,Veuzain-sur-loire
VEYNES,veynes,Veynes
VEZAC,vezac,Vezac
VEZELISE,vezelise,Vezelise
VEZENOBRES,vezenobres,Vezenobres
VEZOT,vezot,Vezot
VIAM,viam,Viam
VIANNE,vianne,Vianne
VIARMES,viarmes,Viarmes
VIAS,vias,Vias
VIAZAC,viazac,Viazac
VIC-EN-BIGORRE,vic en bigorre,Vic-en-bigorre
VIC-LA-GARDIOLE,vic la gardiole,Vic-la-gardiole
VIC-LE-COMTE,vic le comte,Vic-le-comte
VIC-SUR-CERE,vic sur cere,Vic-sur-cere
VICHEL-NANTEUIL,vichel nanteuil,Vichel-nanteuil
VICHY,vichy,Vichy
VICQ-SUR-BREUILH,vicq sur breuilh,Vicq-sur-breuilh
VIDAUBAN,vidauban,Vidauban
VIEILLE-EGLISE,vieille eglise,Vieille-eglise
VIELLE-ADOUR,vielle adour,Vielle-adour
VIELMUR-SUR-AGOUT,vielmur sur agout,Vielmur-sur-agout
VIENNE,vienne,Vienne
VIERZON,vierzon,Vierzon
VIERZY,vierzy,Vierzy
VIEUVICQ,vieuvicq,Vieuvicq
VIEUX-MANOIR,vieux manoir,Vieux-manoir
VIEUX-ROUEN-SUR-BRESLE,vieux rouen sur bresle,Vieux-rouen-sur-bresle
VIEUX-THANN,vieux thann,Vieux-thann
VIF,vif,Vif
VIGEOIS,vigeois,Vigeois
VIGNACOURT,vignacourt,Vignacourt
VIGNATS,vignats,Vignats
VIGNEUX-SUR-SEINE,vigneux sur seine,Vigneux-sur-seine
VIGNORY,vignory,Vignory
VILLABE,villabe,Villabe
VILLAGE-NEUF,village neuf,Village-neuf
VILLAINES-SOUS-BOIS,villaines sous bois,Villaines-sous-bois
VILLAINES-SOUS-MALICORNE,villaines sous malicorne,Villaines-sous-malicorne
VILLARD-BONNOT,villard bonnot,Villard-bonnot
VILLARS-LES-DOMBES,villars les dombes,Villars-les-dombes
VILLARS-SANTENOGE,villars santenoge,Villars-santenoge
VILLE-EN-VERMOIS,ville en vermois,Ville-en-vermois
VILLEBOIS,villebois,Villebois
VILLECHAUVE,villechauve,Villechauve
VILLEDIEU-LES-POELES-ROUFFIGNY,villedieu les poeles rouffigny,Villedieu-les-poeles-rouffigny
VILLEDIEU-SUR-INDRE,villedieu sur indre,Villedieu-sur-indre
VILLEDOMER,villedomer,Villedomer
VILLEFORT,villefort,Villefort
VILLEFRANCHE-D'ALLIER,villefranche d'allier,Villefranche-d'allier
VILLEFRANCHE-DE-LAURAGAIS,villefranche de lauragais,Villefranche-de-lauragais
VILLEFRANCHE-DE-ROUERGUE,villefranche de rouergue,Villefranche-de-rouergue
VILLEFRANCHE-SUR-CHER,villefranche sur cher,Villefranche-sur-cher
VILLEFRANCHE-SUR-MER,villefranche sur mer,Villefranche-sur-mer
VILLEFRANCHE-SUR-SAONE,villefranche sur saone,Villefranche-sur-saone
VILLEFRANCŒUR,villefrancœur,Villefrancœur
VILLEFRANQUE,villefranque,Villefranque
VILLEGUSIEN-LE-LAC,villegusien le lac,Villegusien-le-lac
VILLEHERVIERS,villeherviers,Villeherviers
VILLELAURE,villelaure,Villelaure
VILLEMAURY,villemaury,Villemaury
VILLEMUR-SUR-TARN,villemur sur tarn,Villemur-sur-tarn
VILLEMURLIN,villemurlin,Villemurlin
VILLENAUXE-LA-GRANDE,villenauxe la grande,Villenauxe-la-grande
VILLENAVE-D'ORNON,villenave d'ornon,Villenave-d'ornon
VILLENEUVE,villeneuve,Villeneuve
VILLENEUVE-D'ASCQ,villeneuve d'ascq,Villeneuve-d'ascq
VILLENEUVE-EN-RETZ,villeneuve en retz,Villeneuve-en-retz
VILLENEUVE-LA-COMTESSE,villeneuve la comtesse,Villeneuve-la-comtesse
VILLENEUVE-LA-GUYARD,villeneuve la guyard,Villeneuve-la-guyard
VILLENEUVE-LA-LIONNE,villeneuve la lionne,Villeneuve-la-lionne
VILLENEUVE-LE-ROI,villeneuve le roi,Villeneuve-le-roi
VILLENEUVE-LES-AVIGNON,villeneuve les avignon,Villeneuve-les-avignon
VILLENEUVE-LES-BEZIERS,villeneuve les beziers,Villeneuve-les-beziers
VILLENEUVE-LES-MAGUELONE,villeneuve les maguelone,Villeneuve-les-maguelone
VILLENEUVE-LOUBET,villeneuve loubet,Villeneuve-loubet
VILLENEUVE-SAINT-GEORGES,villeneuve saint georges,Villeneuve-saint-georges
VILLENEUVE-SUR-AISNE,villeneuve sur aisne,Villeneuve-sur-aisne
VILLENEUVE-SUR-ALLIER,villeneuve sur allier,Villeneuve-sur-allier
VILLENEUVE-SUR-LOT,villeneuve sur lot,Villeneuve-sur-lot
VILLENEUVE-SUR-YONNE,villeneuve sur yonne,Villeneuve-sur-yonne
VILLENNES-SUR-SEINE,villennes sur seine,Villennes-sur-seine
VILLENOUVELLE,villenouvelle,Villenouvelle
VILLEPERDUE,villeperdue,Villeperdue
VILLEPINTE,villepinte,Villepinte
VILLEREAU,villereau,Villereau
VILLEREVERSURE,villereversure,Villereversure
VILLERS-BRETONNEUX,villers bretonneux,Villers-bretonneux
VILLERS-CARBONNEL,villers carbonnel,Villers-carbonnel
VILLERS-COTTERETS,villers cotterets,Villers-cotterets
VILLERS-ECALLES,villers ecalles,Villers-ecalles
VILLERS-FAUCON,villers faucon,Villers-faucon
VILLERS-LE-LAC,villers le lac,Villers-le-lac
VILLERS-LES-POTS,villers les pots,Villers-les-pots
VILLERS-ROTIN,villers rotin,Villers-rotin
